"Song Name" "Zero Crossing Rate Variance" "Spectral Centroid Mean" "Spectral Centroid Variance" "Spectral Rolloff Mean" "Spectral Rolloff Variance" "Root Mean Square Mean" "File Path" Category "Table Number"
"Bean (Kobe) [feat. Chief Keef]" 0.0048100919629999695 2228.043607836209 1270431.4872441015 4905.354203741716 5590164.256188937 0.38077053 media/rap/Lil_Uzi_Vert___Bean__Kobe__feat._Chief_Keef__Official_Audio_.mp3 rap 3
Plenty 0.007601279050835801 2633.103098085585 1285934.0295433025 5887.500042657069 4936351.069864241 0.360265 media/rap/FaZe_Kaysan___Plenty__feat._Nardo_Wick__G_Herbo__Babyface_Ray___BIG30___Official_Music_Video_.mp3 rap 3
"Project Walls (feat. YoungBoy Never Broke Again)" 0.002835006095839707 2121.918029664357 823566.9669716393 4295.182073952087 3730642.9878856125 0.22671647 media/rap/Lil_Tjay___Project_Walls__feat._NBA_YoungBoy___Official_Lyric_Video_.mp3 rap 3
"Save That Shit" 0.004672247685074798 2743.8724754598925 705716.523628637 5829.449012402535 2302665.994278056 0.24561225 media/rap/Save_That_Shit.mp3 rap 3
"24 (feat. Lil Baby)" 0.0018519703789033224 1902.5124986489527 1120132.7035176728 3999.8033526861386 5505178.344541754 0.2902267 media/rap/24.mp3 rap 3
"trademark usa" 0.004721643796747941 2162.647887547358 1260245.755087043 4664.183279003956 5648023.202052318 0.28121325 media/rap/Baby_Keem___trademark_usa__Official_Audio_.mp3 rap 3
"Lil Top" 0.006611948096205703 2392.207342750037 1088900.232846413 5163.237196817079 4377819.855170353 0.28383535 media/rap/YoungBoy_Never_Broke_Again___Lil_Top__Official_Audio_.mp3 rap 3
"Run It Up (feat. Offset & Moneybagg Yo)" 0.005431868046389627 2620.677717853358 1683723.8899610268 5537.186883157272 6845734.158368606 0.21690415 media/rap/Lil_Tjay___Run_It_Up__Official_Audio__ft._Offset__Moneybagg_Yo.mp3 rap 3
"High Off Gun Powder (feat. Kodak Black & Chief Keef)" 0.002873936559057932 1869.0204297363864 812556.1624392654 4181.136409124613 4483297.737712875 0.12678908 media/rap/Fredo_Santana___High_Off_Gun_Powder_feat._Kodak_Black___Chief_Keef___Audio_.mp3 rap 3
"4 Da Gang (with Roddy Ricch)" 0.010389511183666758 2582.7396735440293 1410743.6345716415 5670.990755208333 5526473.974566569 0.24748595 media/rap/42_Dugg__Roddy_Ricch___4_Da_Gang__Official_Audio_.mp3 rap 3
"I Serve the Base" 0.0013482904109637936 2237.6277962293975 719390.201467707 5271.767850712075 3345851.535400134 0.37775204 media/rap/I_Serve_the_Base.mp3 rap 3
"I Kill People" 0.009604354502154274 2634.1675289095338 2340371.0204604324 5292.421678523193 7451342.460422755 0.10876878 media/rap/Trippie_Redd_Feat._Tadoe___Chief_Keef__I_Kill_People___WSHH_Exclusive___Official_Audio_.mp3 rap 3
"DARK BROTHERHOOD (feat. Lil Baby)" 0.003858380237262705 2653.2447109805953 979582.6502752178 5837.459864564838 4428671.27536723 0.3672655 media/rap/Trippie_Redd___DARK_BROTHERHOOD_Feat._Lil_Baby__Official_Audio_.mp3 rap 3
"Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa]" 0.0032373594982379465 1779.1845428290137 1074552.3446675197 4150.350936432989 6121872.334378694 0.3331529 media/rap/Metro_Boomin__21_Savage___Walk_Em_Down__Don_t_Kill_Civilians___Visualizer__ft._Mustafa.mp3 rap 3
Burn 0.0006601014317434556 1379.7885754834067 537405.65357509 2846.0852344376335 3334292.6914241384 0.2431387 media/rap/Burn.mp3 rap 3
"Bla Bla (feat. Fivio Foreign)" 0.005095474967191011 2278.350448681807 1003506.6737802313 4931.407974026214 4897217.468098351 0.20888878 media/rap/Lil_Tjay___Bla_Bla__feat._Fivio_Foreign___Official_Audio_.mp3 rap 3
"3 A.M." 0.005650473616957861 2329.151267408676 1767052.7623894718 4981.865099603346 7700314.965890231 0.23434362 media/rap/King_Von___3_A.M.__Audio_.mp3 rap 3
"Got It On Me" 0.004669512733984999 2363.9609195037942 1026229.591890866 5019.051451194943 4090116.705783212 0.2207249 media/rap/Pop_Smoke___Got_It_On_Me__Audio_.mp3 rap 3
"Knife Talk (with 21 Savage ft. Project Pat)" 0.00443780432838006 1638.5970487478296 1040443.2467686536 3388.308070524958 5080186.274220082 0.24248208 media/rap/Drake___Knife_Talk__Audio__ft._21_Savage__Project_Pat.mp3 rap 3
"Creepin' (with The Weeknd & 21 Savage)" 0.0017010215099008497 2043.6806028064789 945455.1921449552 4738.323957351555 6385694.749609976 0.30790108 media/rap/Metro_Boomin__The_Weeknd___21_Savage____Creepin___sub.espa_ol___lyrics_.mp3 rap 3
"Still Think About You" 0.008413532670643722 2577.796949116651 1736227.2266512478 4978.352885238209 6184939.794572174 0.19489765 media/rap/A_Boogie_wit_da_Hoodie___Still_Think_About_You__Audio_.mp3 rap 3
"Many Men (Wish Death)" 0.004659027921483225 2244.466291010446 831839.30220096 4504.186054846794 3208014.8476416674 0.3131223 media/rap/Many_Men__Wish_Death_.mp3 rap 3
"Stressed (feat. Summer Walker)" 0.0033947860791374296 1740.996199424603 1143590.4442686609 3675.1701425632773 5579129.951371851 0.1798549 media/rap/Lil_Tjay___Stressed__feat._Summer_Walker___Official_Video_.mp3 rap 3
"Heart Mind" 0.0060853062224867195 2585.191870059015 1612550.2316872745 5538.571029951775 6563093.045867895 0.19107874 media/rap/Kodak_Black___Heart___Mind_ft._Plies__F.E.M.A_.mp3 rap 3
"Flex (feat. Juice WRLD)" 0.004582453910608975 2260.2854933187905 1122023.7129360691 5169.935009910229 5188748.89121815 0.30774456 media/rap/Polo_G___Flex__Official_Audio__ft._Juice_WRLD.mp3 rap 3
"Dah Dah DahDah" 0.003998567317703833 1777.3658201578805 877411.0906532956 3823.519268912097 4730635.276751794 0.2559178 media/rap/Nardo_Wick___Dah_Dah_DahDah__Official_Audio_.mp3 rap 3
"Hate It Or Love It" 0.0055259852794613635 2599.7185297119468 1069022.9761682933 5963.79309834435 4072987.0897765234 0.23212565 media/rap/The_Game___50_Cent___Hate_It_Or_Love_It__Audio_HD_.mp3 rap 3
"Famous Hoes" 0.0043968415092308965 2053.553951239851 1153509.9790187734 4450.517382444554 6042586.656151026 0.25122514 media/rap/NLE_Choppa___Famous_Hoes__Official_Music_Video_.mp3 rap 3
Charlie 0.008228681562693504 2300.2631578294768 1577680.8537316152 5027.021195927854 7007934.495136958 0.32002497 media/rap/ShooterGang_Kony___Charlie__Official_Video_.mp3 rap 3
Alright 0.0024768885741090116 1936.8954466641549 1287672.2900228002 4043.1139593473904 5596814.51780916 0.26905665 media/rap/Nardo_Wick___Alright__Official_Audio_.mp3 rap 3
712PM 0.0027461672454076364 2187.1658877063032 1007424.04553416 4776.75504901106 5042744.995120385 0.3007702 media/rap/Future___712PM__Official_Audio_.mp3 rap 3
"Murda (feat. Youngboy Never Broke Again)" 0.005865878961235891 1866.270260279044 1415419.7413443776 3929.2347112131233 6399110.347046863 0.22419263 media/rap/OG_3Three_Never_Broke_Again___Murda__feat._Youngboy_Never_Broke_Again___Lyrics_.mp3 rap 3
"Not A Rapper" 0.005320317925150772 2378.6205292800705 1328699.1497206402 4978.034023168219 5592595.217661493 0.35529125 media/rap/Not_A_Rapper.mp3 rap 3
"Don't Play That" 0.008159691114293805 2207.082639433009 1641424.6690821047 4614.928500399665 6834103.356813671 0.21579121 media/rap/King_Von___21_Savage___Don_t_Play_That__Clean___Lyrics____Audio_at_192khz__4k_Video.mp3 rap 3
"Plank Road" 0.004117439442872651 2025.9596362887137 1344593.8333448207 4425.158129979057 7308330.122200989 0.09350194 media/rap/PLANK_ROAD_FT_YOUNG_BOY_NEVER_BROKE_AGAIN.mp3 rap 3
BIRDBOY 0.010377840282884982 2586.5746782783517 1331139.8940040467 5148.302225096903 5185023.424775455 0.16090675 media/rap/NLE_Choppa__Birdboy___AUDIO_.mp3 rap 3
"2 A.M." 0.018051056987397767 3126.558323572921 2467848.436735679 6228.267205199399 6872297.143309907 0.20020692 media/rap/King_Von___2_A.M.__AUDIO_.mp3 rap 3
"Hell Yeah" 0.005712786683256106 2422.4540129752736 1117347.530494649 5364.623902058374 4976091.702454906 0.4292822 media/rap/Hell_Yeah_Ft._Ken_Carson__Official_Visualizer_.mp3 rap 3
"Hate Bein' Sober" 0.002715020555307516 2583.378915265752 831338.1986823475 5819.049965018657 3613511.2274849406 0.26938292 media/rap/Chief_Keef___Hate_Bein__Sober__feat._50_Cent___Wiz_Khalifa__Finally_Rich__Deluxe_Edition_.mp3 rap 3
"Neva Cared" 0.01702050889999824 2855.178190386747 2134202.862961578 6009.300413331785 5828932.972063515 0.16659169 media/rap/Polo_G_aka_Mr_DoTooMuch___Neva_Cared_Remix_Official_Video_Shot_By__DineroFilms.mp3 rap 3
"Get Money" 0.003482366539811891 2492.747202753632 1828438.7433225575 5335.147022584954 7220669.044485145 0.3124103 media/rap/Lil_Baby___Get_Money__Audio_.mp3 rap 3
"No Suburban, Pt. 2" 0.00793583371909796 2399.072521217988 1642728.3015906415 5001.533543786337 6989320.43545295 0.15682337 media/rap/Sheff_G___No_Suburban__Pt._2__Official_Audio_Visualizer_.mp3 rap 3
Already 0.003127978278085041 2426.552282040996 719771.0743460722 5277.735742544047 3693679.5435830015 0.11720786 media/rap/Already.mp3 rap 3
"Super Gremlin" 0.004159290393250716 2605.981684710047 1661681.768603653 5454.814298805966 5986913.231913 0.22742482 media/rap/Kodak_Black___Super_Gremlin__Official_Audio_.mp3 rap 3
"Vamp Anthem" 0.008268417088021155 2555.9534455660687 1414162.6323120636 5685.606985899818 4915015.593494781 0.3874876 media/rap/Playboi_Carti___Vamp_Anthem__Official_Audio_.mp3 rap 3
"Flooded The Face" 0.0034219117549925114 2001.1162824603025 1205620.3943267982 4451.73562110504 7058564.553502206 0.27459717 media/rap/Lil_Uzi_Vert___Flooded_The_Face__Official_Audio_.mp3 rap 3
"durag activity (with Travis Scott)" 0.0019247117592186781 2107.253669774181 1158345.0167850656 4944.069160175998 6958653.455921419 0.33816853 media/rap/Baby_Keem__Travis_Scott___durag_activity__Official_Video_.mp3 rap 3
"No Clue (feat. Lil Yachty)" 0.005034315294760011 1991.5505398738828 1540443.251693703 4209.703859327569 6728260.722068435 0.23407885 media/rap/Young_Nudy_feat._Lil_Yachty____No_Clue__OFFICIAL_VERSION.mp3 rap 3
"gun smoke" 0.00619138921563895 2337.5245286445784 1223524.102315442 5118.299027229976 5513498.259783186 0.29368693 media/rap/21_Savage___Gun_Smoke__Official_Audio_.mp3 rap 3
"Ready (feat. Gunna)" 0.0013309569936225888 1616.2573746616235 1004476.5762597224 3651.148500678133 6261133.775213726 0.2837436 media/rap/Lil_Baby___Ready_ft._Gunna__Official_Audio_.mp3 rap 3
Solo 0.0014514712712637317 1417.8324796854681 856164.244636024 2996.0232073017924 4231829.9516336145 0.34530625 media/rap/Future___Solo__Official_Audio_.mp3 rap 3
"E-ER (feat. Lil Yachty)" 0.008969214628574989 2446.645622134207 1779731.3713388233 5175.447387771578 6560083.362977956 0.18339084 media/rap/E_ER_Ft._Ski_Mask_The_Slump_God__Danny_Towers____Lil_Yachty.mp3 rap 3
fukumean 0.006992182959992105 2550.011126628984 1963562.8842296954 5266.381967439694 6678780.371687437 0.28665653 media/rap/Gunna___fukumean__Official_Visualizer_.mp3 rap 3
"New Tank" 0.0006172565313945869 2160.8191928447213 1074556.6158677791 5228.155361320549 6246410.161136337 0.4771583 media/rap/Playboi_Carti___New_Tank__Official_Audio_.mp3 rap 3
"LOVE YOU BETTER" 0.00615794355844662 1688.4513540117514 2081905.6216526157 3554.794890724681 10957947.000674196 0.19546291 media/rap/Future___LOVE_YOU_BETTER__Official_Audio_.mp3 rap 3
"Broke In A Minute" 0.008942919684545546 2868.1841462660554 2447155.952620339 5813.621511318215 7747544.193265779 0.25515622 media/rap/Broke_In_A_Minute.mp3 rap 3
"ball w/o you" 0.006308036343592616 2286.8317790723445 1659076.9583279365 4719.564978081106 6236560.510775564 0.2770443 media/rap/21_Savage___Ball_w_o_You__Official_Audio_.mp3 rap 3
"Don't Wanna Breathe" 0.0020405797556819526 2176.719013859777 1168711.024103298 4946.611641081467 5566219.651418582 0.27776083 media/rap/Kodak_Black___Don_t_Wanna_Breathe__Official_Audio_.mp3 rap 3
HONEST 0.0019700958291664775 1554.5995263775587 893563.5734787303 3138.3243641954787 3810197.9928374994 0.21136175 media/rap/Baby_Keem___Honest__Official_Video_.mp3 rap 3
007 0.005465391437832286 1968.887092074944 841078.3984602995 4195.221453775245 4499471.600466369 0.19923739 media/rap/ROT_KEN____007___Official_Music_Video_.mp3 rap 3
Freestyle 0.003045789897322295 2172.397468827132 1642570.650708085 4563.513087475394 6960637.892921579 0.2463889 media/rap/Lil_Baby___Freestyle__Too_Hard_.mp3 rap 3
"Sum 2 Prove" 0.009250131818801025 2456.7350147454667 1454474.7226452709 5134.855253807552 5217776.2342626 0.2875147 media/rap/Lil_Baby___Sum_2_Prove__Official_Audio_.mp3 rap 3
EARFQUAKE 0.004288284042855105 2051.762963231288 851646.8940576545 4512.10905153667 4647404.090458178 0.26858622 media/rap/Tyler_The_Creator___Earfquake.mp3 rap 3
"Crazy Story (feat. King Von)" 0.0035014468530472176 2208.2431444101753 1320199.0511854584 4923.699241460756 6150922.4319271045 0.22286548 media/rap/Crazy_Story.mp3 rap 3
"Stay Awake" 0.0076393305960008135 2337.990573787849 1323445.6653269015 5017.487802251663 5070196.381486572 0.27211618 media/rap/Stay_Awake__Official_Visualizer_.mp3 rap 3
"Baby (Lil Baby feat. DaBaby)" 0.009976469958708604 2808.762931878852 2098810.218667393 5763.714311036421 6382686.851727766 0.20982914 media/rap/Quality_Control__Lil_Baby__DaBaby___Baby__Audio_.mp3 rap 3
"The Code (feat. Polo G)" 0.011321083443411251 2709.8463766160444 2036766.915632787 5722.5893540631 6800790.219450842 0.19878286 media/rap/King_Von__feat._Polo_G____The_Code__Official_Video_.mp3 rap 3
"Off Tha Lot" 0.006139748241493138 2499.445611497694 1392080.8926776054 5375.934159128289 5414995.321822299 0.320804 media/rap/Off_Tha_Lot.mp3 rap 3
Runnin 0.0025783108183819185 1864.7342686384886 864022.0653523189 4163.367001036984 4891399.545368461 0.35444206 media/rap/21_Savage_x_Metro_Boomin___Runnin__Official_Audio_.mp3 rap 3
Jungle 0.00832470709548977 2001.1580927920631 1529646.3616755917 3850.432989116599 5163336.632982025 0.124959104 media/rap/A_Boogie_Wit_Da_Hoodie___Jungle__Prod._by_D_Stackz___Dir._by_Gerard_Victor___Official_Music_Video_.mp3 rap 3
"Partin Ways" 0.00695121982049161 2180.737500621311 1930142.0039156512 4587.550383013011 7826056.698336763 0.15563543 media/rap/Polo_G___Partin_Ways__Official_Audio_.mp3 rap 3
"Already Rich" 0.0031281828781988047 1982.4110257773818 712549.9163002005 4505.027454524718 3788001.6356839095 0.3577082 media/rap/Already_Rich.mp3 rap 3
LUMBERJACK 0.004936778869317539 2486.3039615639896 919605.2152360283 5515.96779261471 3785529.4526864924 0.29867873 media/rap/LUMBERJACK__Audio_.mp3 rap 3
"That's Facts" 0.009756994708309263 2583.384134671322 1284021.8833844059 5160.486447926348 3843801.323712278 0.21402736 media/rap/Lil_Baby___Lil_Durk___Thats_Facts__Official_Audio_.mp3 rap 3
"Perc Popper" 0.006174635376114342 1973.4568472044684 1445527.5610619248 4242.19696527141 6782796.335406231 0.23369493 media/rap/Shoreline_Mafia___Perc_Popper__Official_Audio_.mp3 rap 3
"Gang Shit No Lame Shit" 0.0054613862845703555 2442.9428528897793 1461587.4213994637 5079.347421642445 4987025.691253264 0.19464202 media/rap/Key_Glock___Gang_Shit_No_Lame_Shit__Audio_.mp3 rap 3
"We Paid (feat. 42 Dugg)" 0.008289691763588417 2565.2879636548196 1946200.441900963 5106.840959732907 6493021.169591945 0.26645866 media/rap/Lil_Baby__42_Dugg___We_Paid__Audio_.mp3 rap 3
Faneto 0.00705375995799728 2639.27625815599 1107778.6767011501 5600.292562763343 3858803.8484488674 0.16297486 media/rap/Chief_Keef___Faneto__Official_Audio_.mp3 rap 3
Randomly 0.0032378009870128507 2276.524953590689 1677620.6943720034 4832.742423409198 6681143.45832967 0.20511587 media/rap/Lucki___Randomly__Audio_.mp3 rap 3
"A Milli" 0.010317976119481464 2797.7274734341936 1107421.8494495854 5897.405442398963 2970446.15951001 0.24493979 media/rap/A_Milli.mp3 rap 3
"3 Headed Goat (feat. Lil Baby & Polo G)" 0.003666205273660696 1965.5124904024583 1379650.0510793177 4165.01749546084 6316545.000917324 0.24065614 media/rap/Lil_Durk___3_Headed_Goat_feat._Lil_Baby___Polo_G__Official_Audio_.mp3 rap 3
"Wicked Witch" 0.00441826735472881 2363.576025220474 1349382.0727329457 5217.610424607549 5344068.626872773 0.33994508 media/rap/Nardo_Wick___Wicked_Witch__Official_Audio_.mp3 rap 3
"Blam Boom" 0.001551395120363698 2304.949738114305 955250.2173359385 5277.539966724537 5036737.8225252135 0.3444791 media/rap/Nardo_Wick___Blam_Boom__Official_Audio_.mp3 rap 3
"Demon Mode" 0.0017609087749190756 898.8653015261665 489197.76632788754 1660.5925872446498 3216666.3286913554 0.41284838 media/rap/Nardo_Wick___Demon_Mode__Official_Audio_.mp3 rap 3
Untouchable 0.010862137810842764 2600.9783298742245 1526398.803371475 5482.665602760358 6360291.628113693 0.22413114 media/rap/NBA_Youngboy__Untouchable__432_Hertz_High_Quality_.mp3 rap 3
"Drip or Drown" 0.003185710286784372 1670.546028823175 939428.7202964571 3301.5894605623967 4911907.698155268 0.22848545 media/rap/Gunna___Drip_or_Drown__Drip_or_Drown_.mp3 rap 3
"Opp Stoppa (feat. 21 Savage)" 0.0010847149794410195 1814.2830628776428 1349043.9728003244 4060.968455952175 7162303.002399318 0.3879568 media/rap/YBN_Nahmir___Opp_Stoppa__feat._21_Savage___Official_Music_Video_.mp3 rap 3
"Live Life Die Faster (with Kodak Black)" 0.00813412790571133 2616.117612805188 1744205.8801823473 5625.427293191049 6913072.061552025 0.18965366 media/rap/Hotboii_ft._Kodak_Black___Live_Life_Die_Faster__Official_Video_.mp3 rap 3
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)" 0.016061681394127218 3277.9356735885367 2109693.487065973 6235.550164541697 5413655.950401758 0.23848847 media/rap/Nardo_Wick___Who_Want_Smoke___ft._Lil_Durk__21_Savage___G_Herbo__Official_Music_Video_.mp3 rap 3
"Banking On Me" 0.0010502526494974066 1310.0113967508175 864736.7822206203 2790.5811918005916 5344464.085836707 0.17613617 media/rap/Banking_on_me___Gunna__Official_audio_.mp3 rap 3
"Back in Blood (feat. Lil Durk)" 0.003935556485580508 2456.617134970513 1147694.701773444 5519.871751585288 4586532.804995619 0.2296561 media/rap/Pooh_Shiesty___Back_In_Blood__feat._Lil_Durk___Official_Audio_.mp3 rap 3
"From The Hood" 0.0017372629318825508 2029.0821506607108 843443.315324586 4428.1930056603205 6155125.395523678 0.34899002 media/rap/King_Von___Lil_Durk___From_The_Hood__Official_Visualizer_.mp3 rap 3
"See You Again (feat. Kali Uchis)" 0.00479341946558332 2564.4127969597102 756315.4697749667 5532.55836410346 3034652.950665635 0.15968737 media/rap/Tyler__The_Creator___See_You_Again__Lyrics__ft._Kali_Uchis.mp3 rap 3
"Do Not Disturb (feat. Lil Yachty & Offset)" 0.005972054968606955 2271.2642893989255 1775341.3957056415 4864.158376170321 7822556.1526347855 0.31672868 media/rap/Smokepurpp___Murda_Beatz___Do_Not_Disturb__feat._Lil_Yachty___Offset___Official_Audio_.mp3 rap 3
"Welcome To The Party" 0.004835756036799311 2711.3668605751136 1342010.844703863 5978.001426553386 4710335.000394598 0.29468927 media/rap/Welcome_To_The_Party.mp3 rap 3
"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)" 0.004277862693304364 2342.6078179374035 835985.4629270709 4921.571552551759 3379452.575617737 0.30679488 media/rap/You_Gon__Learn__feat._Royce_Da_5_9____White_Gold___Official_Audio_.mp3 rap 3
War 0.005585426084532255 2594.5262525647927 1361232.1589668188 5556.587397251962 5980596.955559474 0.2860957 media/rap/Pop_Smoke___War_ft._Lil_Tjay__Official_Audio_.mp3 rap 3
123 0.003845555080919226 2409.359004642296 1443150.0633833103 4983.883396836578 6203635.1702186 0.2489325 media/rap/Smokepurpp___Murda_Beatz___123.mp3 rap 3
"BIRDZ FEAT. RICK ROSS" 0.008357513615153788 2801.9525801011596 1004803.727706019 6068.512649380113 2471799.7108563515 0.2924902 media/rap/Denzel_Curry___BIRDZ__feat._Rick_Ross___Official_Audio_.mp3 rap 3
F.N 0.01095351439400115 2495.5542005613524 1990676.504366698 4965.711161808755 6761093.643565237 0.16604687 media/rap/Lil_Tjay___F.N__Official_Audio_.mp3 rap 3
"Hit 'Em Up - Single Version" 0.005927151339237838 2713.9192549910163 1017472.0669334797 5792.34287853547 3188510.0104267164 0.228284 media/rap/Hit__Em_Up.mp3 rap 3
Both 0.0043823997589863195 1912.148326576349 1212006.2630889297 3985.497073177876 6435186.388411641 0.25849786 media/rap/Headie_One___Both.mp3 rap 3
"Notorious Thugs - 2014 Remaster" 0.005605126051578864 2951.4580581497335 875730.6313594306 6586.549761301203 2800776.510579252 0.27042344 media/rap/Notorious_Thugs__2014_Remaster_.mp3 rap 3
